"Farm Name","State","City","location","lat","lon"
"Haven Farm Flowers","Mississippi","Horn Lake","Mississippi, Horn Lake",34.9553719,-90.0348139
"Taylor Family Farm","Mississippi","Horn Lake","Mississippi, Horn Lake",34.9553719,-90.0348139
"Foot Print Farms","Mississippi","Jackson","Mississippi, Jackson",32.2981392,-90.18065
"Kazery Farm","Mississippi","Jackson","Mississippi, Jackson",32.2981392,-90.18065
"Heavenly Grace Farm LLC","Mississippi","Kiln","Mississippi, Kiln",30.4090829,-89.4350519
"La Terre Farms","Mississippi","Kiln","Mississippi, Kiln",30.4090829,-89.4350519
"LS Bees","Mississippi","Lauderdale","Mississippi, Lauderdale",32.5208482,-88.5117097
"Bah Ram Ewe Farms","Mississippi","Laurel","Mississippi, Laurel",31.6940509,-89.1306124
"Little Bee Farm","Mississippi","Lena","Mississippi, Lena",32.5960038,-89.5945502
"The Food System","Mississippi","Lexington","Mississippi, Lexington",33.1131833,-90.0531408
"Barbara's Place","Mississippi","Louisville","Mississippi, Louisville",33.1237377,-89.0550624
"Barton & Sons","Mississippi","Lucedale","Mississippi, Lucedale",30.9251869,-88.5900235
"Brown Hill Farm","Mississippi","Lucedale","Mississippi, Lucedale",30.9251869,-88.5900235
"Flat Creek Farm","Mississippi","Lucedale","Mississippi, Lucedale",30.9251869,-88.5900235
"Stewart Cattle Co","Mississippi","Lucedale","Mississippi, Lucedale",30.9251869,-88.5900235
"Williams Nursery","Mississippi","Lucedale","Mississippi, Lucedale",30.9251869,-88.5900235
"Lazy U Farm","Mississippi","Macon","Mississippi, Macon",33.1054039,-88.5608767
"Double J Cattle Ranch","Mississippi","Magee","Mississippi, Magee",31.8737712,-89.7336852
"Copperhead Ranch","Mississippi","Magnolia","Mississippi, Magnolia",31.1432328,-90.4587081
"Double M Farm Grass-fed Beef","Mississippi","Magnolia","Mississippi, Magnolia",31.1432328,-90.4587081
"J Lazy H","Mississippi","Magnolia","Mississippi, Magnolia",31.1432328,-90.4587081
"Serenity Sheep Farm","Mississippi","McComb","Mississippi, McComb",31.2437872,-90.4531535
"L & R Cattle Farms","Mississippi","Meadville","Mississippi, Meadville",31.4723928,-90.8967682
"J & C Cross Connected","Mississippi","Monticello","Mississippi, Monticello",31.5537807,-90.1073079
"H&S Denton Farms","Mississippi","Morton","Mississippi, Morton",32.3537557,-89.6545171
"Martin Watch Farm","Mississippi","Morton","Mississippi, Morton",32.3537557,-89.6545171
"Slick Rock Bottom Farm","Mississippi","Myrtle","Mississippi, Myrtle",34.5584338,-89.1192349
"Atkins Farms","Mississippi","Natchez","Mississippi, Natchez",31.5604442,-91.403171
"Blue Haze Farms LLC","Mississippi","Nesbit","Mississippi, Nesbit",34.8821538,-90.0089187
"T & R Cattle Company","Mississippi","New Hebron","Mississippi, New Hebron",31.7309975,-89.9786921
"Long's Farm","Mississippi","Ocean Springs","Mississippi, Ocean Springs",30.4113097,-88.8278057
"Eezie's Daylily Farm","Mississippi","Osyka","Mississippi, Osyka",31.0068453,-90.4723178
"Clear Creek Produce","Mississippi","Oxford","Mississippi, Oxford",34.3659868,-89.5188246
"Hillhouse Pastures","Mississippi","Oxford","Mississippi, Oxford",34.3659868,-89.5188246
"Deaux Run Vineyard and Venue","Mississippi","Perkinston","Mississippi, Perkinston",30.7822362,-89.1427895
"Nature's Gourmet Farm","Mississippi","Petal","Mississippi, Petal",31.3465627,-89.2600605
"Heaven's Jubilee Farm","Mississippi","Pheba","Mississippi, Pheba",33.5847365,-88.9495943
"Coastal Ridge Farm","Mississippi","Picayune","Mississippi, Picayune",30.5292629,-89.6855013
"Lonely Oak Ranch","Mississippi","Picayune","Mississippi, Picayune",30.5292629,-89.6855013
"Francis Flowers & Herbs Farm","Mississippi","Pickens","Mississippi, Pickens",32.8837433,-89.9714731
"Tate Farms LLC","Mississippi","Plantersville","Mississippi, Plantersville",34.2134407,-88.6644957
"Shroomdom Inc.","Mississippi","Poplarville","Mississippi, Poplarville",30.8401863,-89.5342315
"Thornhill Farms LLC","Mississippi","Poplarville","Mississippi, Poplarville",30.8401863,-89.5342315
"Wild Acre Farms","Mississippi","Poplarville","Mississippi, Poplarville",30.8401863,-89.5342315
"Rock Hill Farm","Mississippi","Raleigh","Mississippi, Raleigh",32.033488,-89.5222911
"Artillery Ridge Growers","Mississippi","Raymond","Mississippi, Raymond",32.2593146,-90.4225951
"Dutch Creek Goat Farm LLC","Mississippi","Raymond","Mississippi, Raymond",32.2593146,-90.4225951
"Joe Woods Nursery","Mississippi","Raymond","Mississippi, Raymond",32.2593146,-90.4225951
"Riley Acres","Mississippi","Red Banks","Mississippi, Red Banks",34.8281516,-89.5645253
"Circle B Ranches","Mississippi","Redwood","Mississippi, Redwood",32.4776415,-90.8037138
"Buena Vista Farm LLC","Mississippi","Ripley","Mississippi, Ripley",34.7298181,-88.9506181
"Sisung Cattle Company LLC","Mississippi","Roxie","Mississippi, Roxie",31.5046128,-91.0689929
"Genesis 31 Ranch","Mississippi","Ruth","Mississippi, Ruth",31.3815627,-90.3164819
"Barton Farm","Mississippi","Sardis","Mississippi, Sardis",34.4370511,-89.9159227
"Farmer Browns Southern Farm","Mississippi","Saucier","Mississippi, Saucier",30.6357481,-89.1350449
"The Smith Homestead","Mississippi","Saucier","Mississippi, Saucier",30.6357481,-89.1350449
"Humphrey Farms","Mississippi","Seminary","Mississippi, Seminary",31.5623892,-89.4975669
"Morning Dew Pastures LLC","Mississippi","Seminary","Mississippi, Seminary",31.5623892,-89.4975669
"Ross Sod Farms","Mississippi","Senatobia","Mississippi, Senatobia",34.6176032,-89.9687011
"Rock N W Ranch","Mississippi","Shannon","Mississippi, Shannon",34.1162203,-88.7117181
"Velma's Valley","Mississippi","Shannon","Mississippi, Shannon",34.1162203,-88.7117181
"J-3 Ranch","Mississippi","Starkville","Mississippi, Starkville",33.4503998,-88.8183872
"A Stroka Gene-US Alpacas","Mississippi","Stringer","Mississippi, Stringer",31.8668234,-89.2633939
"First Fruits Farm","Mississippi","Summit","Mississippi, Summit",31.2837867,-90.4684315
"Leaning B Farm LLC","Mississippi","Summit","Mississippi, Summit",31.2837867,-90.4684315
"Morris Cattle","Mississippi","Summit","Mississippi, Summit",31.2837867,-90.4684315
"The Broken Egg","Mississippi","Summit","Mississippi, Summit",31.2837867,-90.4684315
"Williamson Nursery","Mississippi","Summit","Mississippi, Summit",31.2837867,-90.4684315
"Two Brooks Farm","Mississippi","Sumner","Mississippi, Sumner",33.9709464,-90.3687028
"Taylor Flower Patch","Mississippi","Taylor","Mississippi, Taylor",34.2723303,-89.5886948
"Memory Orchard","Mississippi","Tupelo","Mississippi, Tupelo",34.2576066,-88.7033859
"Andrews Farms","Mississippi","Tylertown","Mississippi, Tylertown",31.1160119,-90.1420331
"Field Masters Produce Farm","Mississippi","Tylertown","Mississippi, Tylertown",31.1160119,-90.1420331
"Heritage Acres LLC","Mississippi","Tylertown","Mississippi, Tylertown",31.1160119,-90.1420331
"Tree Lady's Nursery LLC","Mississippi","Union","Mississippi, Union",32.5715272,-89.1214478
"H & F Cattle Company LLC","Mississippi","Vancleave","Mississippi, Vancleave",30.5404745,-88.6875237
"Lawrence Farms","Mississippi","Vancleave","Mississippi, Vancleave",30.5404745,-88.6875237
"Old River Road Blueberry Farm","Mississippi","Vancleave","Mississippi, Vancleave",30.5404745,-88.6875237
"Triple Cs Farms","Mississippi","Walnut Grove","Mississippi, Walnut Grove",32.5904165,-89.4584016
"Poultry in Motion Farm","Mississippi","Water Valley","Mississippi, Water Valley",34.1514989,-89.6314736
"Ambers Blueberry Farm & Nursery","Mississippi","Waynesboro","Mississippi, Waynesboro",31.674883,-88.6461465
"Eden's Garden","Mississippi","Wesson","Mississippi, Wesson",31.701277,-90.3975928
"CM Farms","Mississippi","West Point","Mississippi, West Point",33.6076186,-88.6503254
"Shellwood Farm LLC","Mississippi","Yazoo City","Mississippi, Yazoo City",32.8551326,-90.4056468
"Limpus Farms","Missouri","Amsterdam","Missouri, Amsterdam",38.3497423,-94.5891216
"Mr. Larry's Apiary","Missouri","Arnold","Missouri, Arnold",38.4441963,-90.373859
"Rocky Valley Farms","Missouri","Ash Grove","Missouri, Ash Grove",37.3153257,-93.5852004
"1984 Farms LLC","Missouri","Atlanta","Missouri, Atlanta",39.898646,-92.4810208
"Solid Rock Ranch","Missouri","Ava","Missouri, Ava",36.951999,-92.6604457
"Belleview Valley Apiary","Missouri","Belleview","Missouri, Belleview",37.687023,-90.7403619
"Fall Down Fainters","Missouri","Bertrand","Missouri, Bertrand",36.9094963,-89.4525775
"King Hill Farms","Missouri","Brunswick","Missouri, Brunswick",39.4233576,-93.1304782
"Moore Cattle Ranch","Missouri","Buffalo","Missouri, Buffalo",37.6439289,-93.0924093
"Sunset Alpaca & Llama Farm","Missouri","Buffalo","Missouri, Buffalo",37.6439289,-93.0924093
"Timber Creek Farm","Missouri","Calhoun","Missouri, Calhoun",38.4672414,-93.6263224
"McKinzie Farms","Missouri","California","Missouri, California",38.6275278,-92.5665786
"Box Turtle Ranch","Missouri","Camdenton","Missouri, Camdenton",38.0080902,-92.7446289
"Monchils Longhorn Ranch","Missouri","Cameron","Missouri, Cameron",39.7402801,-94.241057
"Bangert Family Farmstead","Missouri","Cape Girardeau","Missouri, Cape Girardeau",37.3058839,-89.5181476
"Manoor Manor LLC","Missouri","Cape Girardeau","Missouri, Cape Girardeau",37.3058839,-89.5181476
"Nourished Farms","Missouri","Cape Girardeau","Missouri, Cape Girardeau",37.3058839,-89.5181476
"Aschermann Akaushi & Charolais","Missouri","Carthage","Missouri, Carthage",37.176447,-94.3102228
"Wine Creek Farm","Missouri","Cedar Hill","Missouri, Cedar Hill",38.3533871,-90.6412385
"Curly Eye","Missouri","Columbia","Missouri, Columbia",38.9517053,-92.3340724
"Enchanting Acres Farm","Missouri","Columbia","Missouri, Columbia",38.9517053,-92.3340724
"Farmer Dan","Missouri","Columbia","Missouri, Columbia",38.9517053,-92.3340724
"Flippin Bees","Missouri","Columbia","Missouri, Columbia",38.9517053,-92.3340724
"Sweet Hills Farm","Missouri","Columbia","Missouri, Columbia",38.9517053,-92.3340724
"V.P. Farm","Missouri","Conway","Missouri, Conway",37.5019888,-92.8210097
"Home Bee Sweet Honey","Missouri","Corder","Missouri, Corder",39.0983481,-93.640771
"Riverbank Acres Cattle Company","Missouri","Cuba","Missouri, Cuba",38.0628225,-91.4034833
"C & S Farms","Missouri","Dadeville","Missouri, Dadeville",37.4803208,-93.6738174
"Windy Lake Farm","Missouri","De Soto","Missouri, De Soto",38.1399896,-90.5534917
"Windy Thistle Farm","Missouri","Dittmer","Missouri, Dittmer",38.3338545,-90.6888606
"Prier Farms Grassfed Beef","Missouri","Eagle Rock","Missouri, Eagle Rock",36.5468539,-93.7556316
"Orrick Acres","Missouri","Easton","Missouri, Easton",39.7222183,-94.641625
"Elk Creek Farms","Missouri","Elk Creek","Missouri, Elk Creek",37.1889396,-91.997099
"AV Livestock LLC","Missouri","Farmington","Missouri, Farmington",37.7808846,-90.4217895
"Breezy Meadow Farm","Missouri","Farmington","Missouri, Farmington",37.7808846,-90.4217895
"Liberty Mission Farms","Missouri","Farmington","Missouri, Farmington",37.7808846,-90.4217895
"Big River Alpacas LLC","Missouri","Fletcher","Missouri, Fletcher",38.1658853,-90.7334635
"Ozzy's Mini Farm","Missouri","Fredericktown","Missouri, Fredericktown",37.5597754,-90.2940069
"NK Ranch","Missouri","Fruitland","Missouri, Fruitland",37.4486614,-89.6387075
"Birch Cove Farm","Missouri","Fulton","Missouri, Fulton",38.8467082,-91.9479586
"Giofre Apiaries","Missouri","Fulton","Missouri, Fulton",38.8467082,-91.9479586
"McKinzie Farm & Vineyard","Missouri","Garden City","Missouri, Garden City",38.5611247,-94.1913332
"WitnessTree Land & Livestock","Missouri","Gerald","Missouri, Gerald",38.3997711,-91.3307094
"Smiling Dog Farm","Missouri","Goodman","Missouri, Goodman",36.7376057,-94.4081493
"Peaceful Hills Farm","Missouri","Grain Valley","Missouri, Grain Valley",39.0150069,-94.198558
"OakWoods Farm","Missouri","Granby","Missouri, Granby",36.9192323,-94.2552167
"Stevens Family Farm","Missouri","Granby","Missouri, Granby",36.9192323,-94.2552167
"GemStone Farm","Missouri","Grovespring","Missouri, Grovespring",37.3997693,-92.6096144
"Middle Earth Acres","Missouri","Hamilton","Missouri, Hamilton",39.7436184,-93.9982743
"Highley Farms","Missouri","Harrisonville","Missouri, Harrisonville",38.6533445,-94.3488372
"Cackle Farms","Missouri","Hazelwood","Missouri, Hazelwood",38.7714396,-90.3709489
"Bellews Creek Farm","Missouri","Hillsboro","Missouri, Hillsboro",38.2320376,-90.5627432
"Hope & Blended Blessings Homestead","Missouri","Humansville","Missouri, Humansville",37.7944806,-93.5779815
"Wild Goose Ranch","Missouri","Humansville","Missouri, Humansville",37.7944806,-93.5779815
"Adams ORAC Farm","Missouri","Independence","Missouri, Independence",39.0911161,-94.4155068
"Circle F Registered Herefords","Missouri","Jefferson City","Missouri, Jefferson City",38.5767017,-92.1735164
"Diekmann’s Home Run Honey","Missouri","Kansas City","Missouri, Kansas City",39.0997265,-94.5785667
"Haven Hives","Missouri","Kansas City","Missouri, Kansas City",39.0997265,-94.5785667
"Heart and Soil Farm KC","Missouri","Kansas City","Missouri, Kansas City",39.0997265,-94.5785667
"Ophelia's Blue Vine Farm","Missouri","Kansas City","Missouri, Kansas City",39.0997265,-94.5785667
"Pepper Berries Urban Farm","Missouri","Kansas City","Missouri, Kansas City",39.0997265,-94.5785667
"Reed Apiary","Missouri","Kansas City","Missouri, Kansas City",39.0997265,-94.5785667
"River Watch Beef","Missouri","Kansas City","Missouri, Kansas City",39.0997265,-94.5785667
"Urban Bounty Farms","Missouri","Kansas City","Missouri, Kansas City",39.0997265,-94.5785667
"Rock Ridge Farm","Missouri","Lawson","Missouri, Lawson",39.4383387,-94.2041096
"Rosy Buck Farm","Missouri","Leasburg","Missouri, Leasburg",38.0919905,-91.2965342
"Double SS Farm","Missouri","Lebanon","Missouri, Lebanon",37.6805967,-92.6637865
"MeMaws Honeybees at Double SS Farm","Missouri","Lebanon","Missouri, Lebanon",37.6805967,-92.6637865
"Farmstand on Orchard","Missouri","Lee's Summit","Missouri, Lee's Summit",38.9108408,-94.3821724
"Cedar Stone Bison LLC","Missouri","Lenox","Missouri, Lenox",37.6521604,-91.7615983
"Liberty Bees","Missouri","Liberty","Missouri, Liberty",39.2461138,-94.4191177
"Mysthaven Dairy Goats","Missouri","Macomb","Missouri, Macomb",37.0942194,-92.4918328
"3 Girls and a Tractor","Missouri","Marthasville","Missouri, Marthasville",38.6283838,-91.0576449
"Alger Family Farm","Missouri","Miller","Missouri, Miller",38.2081417,-92.3813621
"Chateauvert Farm","Missouri","Mountain Grove","Missouri, Mountain Grove",37.1306078,-92.2634942
"Hillside Harvest","Missouri","Mountain Grove","Missouri, Mountain Grove",37.1306078,-92.2634942
"Box Turtle Farm LLC","Missouri","Mt. Vernon","Missouri, Mt. Vernon",37.1036665,-93.8185401
"PlayHaven Farm","Missouri","Napoleon","Missouri, Napoleon",39.131397,-94.0707787
"Pettig Livestock","Missouri","New Bloomfield","Missouri, New Bloomfield",38.7203167,-92.0912956
"Oakwood Farm","Missouri","New Haven","Missouri, New Haven",38.6083822,-91.2190416
"Circle S Farm","Missouri","Newburg","Missouri, Newburg",37.9142075,-91.9026607
"Turkey Ridge Farm","Missouri","Newburg","Missouri, Newburg",37.9142075,-91.9026607
"Thistle Hill Farms","Missouri","Noel","Missouri, Noel",36.5456293,-94.485217
"BlackWater Treasures","Missouri","Odessa","Missouri, Odessa",38.9991748,-93.9535558
"Honey Creek Bee Farms","Missouri","Odessa","Missouri, Odessa",38.9991748,-93.9535558
"Nunley Bee Empire","Missouri","Oldfield","Missouri, Oldfield",36.9783873,-93.0401775
"Hart's Gelbvieh Farm","Missouri","Osceola","Missouri, Osceola",38.0466967,-93.7043764
"Earth Beet Farm","Missouri","Ozark","Missouri, Ozark",37.0208865,-93.2060163
"Spittin' Good Alpaca Meats LLC","Missouri","Paris","Missouri, Paris",39.4808721,-92.0012811
"Pearl Family Farm KC","Missouri","Parkville","Missouri, Parkville",39.1950029,-94.6821806
"Rusty Rose Gelbvieh","Missouri","Piedmont","Missouri, Piedmont",37.1544946,-90.6956749
"Natures Harvest Home","Missouri","Pierce City","Missouri, Pierce City",36.9458952,-94.0002099
"Peaceful Pocket Farm","Missouri","Purdy","Missouri, Purdy",36.8172863,-93.92076
"Four Oaks Farm","Missouri","Raymore","Missouri, Raymore",38.801953,-94.4527294
"Perrodise Farms LLC","Missouri","Republic","Missouri, Republic",37.1200526,-93.4801942
"Osage Honey","Missouri","Richland","Missouri, Richland",37.8569838,-92.4043396
"Good Land Natural Farm","Missouri","Rolla","Missouri, Rolla",37.948544,-91.7715303
"Sutton At Home Alpacas","Missouri","Rolla","Missouri, Rolla",37.948544,-91.7715303
"Flint Hill Farm","Missouri","Russellville","Missouri, Russellville",38.511696,-92.4401869
"My Little Sheep","Missouri","Seymour","Missouri, Seymour",37.1464398,-92.7687818
"Rocky Top Farm","Missouri","Smithton","Missouri, Smithton",38.6800181,-93.092979
"Prospect Hill Homestead","Missouri","Sparta","Missouri, Sparta",37.0011646,-93.0815678
"J & L Honey Farm LLC","Missouri","Springfield","Missouri, Springfield",37.2089572,-93.2922989
"Tasty Acres Farm","Missouri","Springfield","Missouri, Springfield",37.2089572,-93.2922989
"Oran Mor","Missouri","Squires","Missouri, Squires",36.851446,-92.6248892
"Tavern Creek Gelbvieh LLC","Missouri","St. Elizabeth","Missouri, St. Elizabeth",38.2558698,-92.2679547
"Heru Urban Farming","Missouri","St. Louis","Missouri, St. Louis",38.6270025,-90.1994042
"Miller's Homestead","Missouri","St. Louis","Missouri, St. Louis",38.6270025,-90.1994042
"Nagl Farm Products LLC","Missouri","St. Louis","Missouri, St. Louis",38.6270025,-90.1994042
"Suri & Company at Fern Creek Farm","Missouri","St. Louis","Missouri, St. Louis",38.6270025,-90.1994042
"Green Thumb Farm","Missouri","Stockton","Missouri, Stockton",37.6989279,-93.796044
"J&S Farms","Missouri","Stotts City","Missouri, Stotts City",37.1036682,-93.9496552
"Salt River Alpacas","Missouri","Stoutsville","Missouri, Stoutsville",39.553145,-91.855002
"Coyote Creek Ranch","Missouri","Stover","Missouri, Stover",38.4408563,-92.9918652
"Riedel Alpaca Ranch","Missouri","Tebbetts","Missouri, Tebbetts",38.6204505,-91.9609115
"Taylor Farm on FF","Missouri","Thompson","Missouri, Thompson",39.1886523,-91.9829518
"Dogwood Farm","Missouri","Troy","Missouri, Troy",38.9794922,-90.9806954
"Shepherd's Crossing Sheep & Goat Farm","Missouri","Union","Missouri, Union",38.4500517,-91.0084762
"Breezeway Farm","Missouri","Valles Mines","Missouri, Valles Mines",38.0419971,-90.4998475
"Sharingwood Farmstead","Missouri","Wentzville","Missouri, Wentzville",38.81144,-90.8529107
"Ford Family Farm","Missouri","West Plains","Missouri, West Plains",36.7281154,-91.8523711
